ticket_id,account_id,created_at,priority,category,resolved_hours
T02258,A0623,2024-01-06,P3,how_to,66.1
T02259,A0624,2024-03-04,P2,outage,54.1
T02260,A0624,2024-03-09,P2,billing,49.7
T02261,A0624,2024-02-13,P3,outage,27.1
T02262,A0624,2024-05-10,P3,billing,31.2
T02263,A0624,2024-04-08,P1,billing,64.4
T02264,A0625,2024-06-12,P1,access,15.1
T02265,A0625,2024-05-31,P2,bug,48.1
T02266,A0625,2024-04-09,P1,how_to,64.4
T02267,A0625,2024-05-09,P2,access,67.7
T02268,A0625,2024-03-18,P2,outage,14.0
T02269,A0625,2024-02-15,P3,billing,33.1
T02270,A0625,2024-05-02,P2,how_to,19.8
T02271,A0625,2024-04-18,P1,how_to,64.1
T02272,A0625,2024-03-09,P2,how_to,58.2
T02273,A0626,2024-01-08,P1,how_to,64.6
T02274,A0626,2024-01-30,P3,outage,
T02275,A0626,2024-06-08,P1,bug,57.4
T02276,A0626,2024-01-24,P1,bug,
T02277,A0627,2024-02-21,P3,access,69.0
T02278,A0627,2024-01-28,P3,bug,33.0
T02279,A0628,2024-03-24,P1,access,20.0
T02280,A0628,2024-04-09,P1,bug,15.4
T02281,A0629,2024-03-16,P1,billing,15.9
T02282,A0629,2024-06-14,P3,billing,54.2
T02283,A0629,2024-04-29,P3,billing,
T02284,A0629,2024-02-24,P1,billing,41.3
T02285,A0629,2024-03-19,P2,bug,71.6
T02286,A0629,2024-03-28,P2,bug,36.8
T02287,A0630,2024-02-09,P2,bug,55.5
T02288,A0631,2024-05-26,P2,access,
T02289,A0631,2024-04-28,P1,bug,69.9
T02290,A0631,2024-01-24,P2,billing,29.8
T02291,A0631,2024-05-21,P2,access,52.9
T02292,A0631,2024-05-03,P1,outage,16.5
T02293,A0631,2024-01-30,P1,outage,68.9
T02294,A0632,2024-01-03,P3,access,51.2
T02295,A0632,2024-03-14,P1,billing,15.2
T02296,A0632,2024-06-12,P1,bug,58.0
T02297,A0632,2024-01-23,P1,access,60.6
T02298,A0632,2024-03-01,P1,access,50.9
T02299,A0632,2024-01-26,P2,billing,29.7
T02300,A0632,2024-06-09,P2,how_to,36.8
T02301,A0632,2024-01-30,P1,how_to,34.4
T02302,A0632,2024-04-08,P1,how_to,4.5
T02303,A0633,2024-03-16,P2,billing,36.0
T02304,A0634,2024-02-22,P3,access,1.5
T02305,A0634,2024-03-19,P2,access,55.4
T02306,A0634,2024-01-01,P1,how_to,
T02307,A0635,2024-05-19,P2,how_to,
T02308,A0635,2024-01-07,P1,how_to,46.5
T02309,A0635,2024-05-13,P3,outage,17.5
T02310,A0635,2024-05-09,P1,bug,30.2
T02311,A0635,2024-05-05,P2,access,
T02312,A0635,2024-01-31,P1,access,28.0
T02313,A0635,2024-05-01,P2,access,55.7
T02314,A0635,2024-01-29,P2,how_to,47.6
T02315,A0636,2024-02-28,P2,bug,55.1
T02316,A0636,2024-02-10,P3,bug,59.4
T02317,A0636,2024-01-03,P3,billing,60.0
T02318,A0637,2024-06-03,P3,bug,66.8
T02319,A0637,2024-04-17,P3,bug,53.5
T02320,A0639,2024-03-20,P1,how_to,37.7
T02321,A0639,2024-01-07,P1,outage,7.9
T02322,A0639,2024-05-02,P1,how_to,10.0
T02323,A0639,2024-03-01,P3,access,44.8
T02324,A0639,2024-05-15,P3,outage,13.4
T02325,A0639,2024-01-04,P3,billing,18.9
T02326,A0641,2024-04-08,P3,billing,
T02327,A0641,2024-05-28,P2,access,48.3
T02328,A0641,2024-04-09,P2,how_to,31.4
T02329,A0642,2024-02-25,P1,outage,1.6
T02330,A0642,2024-05-02,P1,outage,34.6
T02331,A0642,2024-02-19,P1,bug,46.7
T02332,A0644,2024-05-12,P1,outage,63.4
T02333,A0644,2024-03-27,P1,billing,58.3
T02334,A0644,2024-01-30,P1,how_to,3.5
T02335,A0644,2024-02-24,P3,bug,55.3
T02336,A0644,2024-03-13,P2,access,59.2
T02337,A0644,2024-04-23,P1,access,43.6
T02338,A0644,2024-02-20,P2,outage,23.9
T02339,A0645,2024-04-07,P3,outage,47.4
T02340,A0645,2024-03-14,P3,outage,28.1
T02341,A0645,2024-01-07,P2,how_to,59.6
T02342,A0645,2024-02-12,P2,billing,8.0
T02343,A0645,2024-01-12,P1,how_to,46.5
T02344,A0645,2024-02-09,P1,outage,8.7
T02345,A0645,2024-04-18,P1,how_to,46.8
T02346,A0646,2024-03-29,P3,billing,9.4
T02347,A0646,2024-02-16,P2,billing,50.4
T02348,A0647,2024-06-15,P2,outage,60.8
T02349,A0648,2024-01-13,P3,access,
T02350,A0648,2024-02-19,P1,bug,4.1
T02351,A0648,2024-04-14,P1,outage,67.8
T02352,A0648,2024-04-20,P1,how_to,45.7
T02353,A0649,2024-05-04,P3,how_to,57.0
T02354,A0649,2024-02-03,P3,billing,46.7
T02355,A0650,2024-05-27,P1,how_to,69.5
T02356,A0650,2024-06-28,P2,access,17.1
T02357,A0650,2024-01-09,P1,outage,60.3
T02358,A0650,2024-03-01,P2,billing,29.9
T02359,A0650,2024-05-17,P1,outage,39.9
T02360,A0650,2024-03-08,P2,outage,11.3
T02361,A0650,2024-04-01,P1,how_to,5.9
T02362,A0650,2024-05-17,P1,outage,39.6
T02363,A0650,2024-05-15,P1,how_to,57.3
T02364,A0651,2024-06-03,P3,access,29.5
T02365,A0651,2024-05-10,P2,outage,16.4
T02366,A0651,2024-02-17,P1,outage,
T02367,A0652,2024-03-27,P3,access,32.5
T02368,A0652,2024-01-18,P3,billing,45.3
T02369,A0652,2024-05-20,P3,how_to,31.8
T02370,A0652,2024-06-18,P3,outage,16.4
T02371,A0654,2024-06-27,P3,how_to,70.4
T02372,A0654,2024-04-21,P1,billing,10.0
T02373,A0654,2024-02-19,P3,outage,12.8
T02374,A0655,2024-01-07,P3,how_to,33.4
T02375,A0655,2024-06-19,P1,bug,69.9
T02376,A0655,2024-06-25,P3,access,12.9
T02377,A0655,2024-03-29,P1,outage,39.4
T02378,A0656,2024-02-21,P2,outage,46.5
T02379,A0656,2024-03-16,P1,outage,19.5
T02380,A0656,2024-01-03,P2,bug,14.4
T02381,A0656,2024-06-22,P1,how_to,27.6
T02382,A0656,2024-06-21,P2,how_to,24.7
T02383,A0657,2024-02-01,P2,billing,60.4
T02384,A0657,2024-05-03,P3,access,20.6
T02385,A0660,2024-05-19,P3,access,21.1
T02386,A0660,2024-01-20,P3,how_to,51.6
T02387,A0660,2024-02-08,P2,how_to,6.6
T02388,A0660,2024-01-04,P3,how_to,33.0
T02389,A0661,2024-02-06,P3,how_to,67.6
T02390,A0661,2024-02-23,P3,access,
T02391,A0661,2024-02-07,P2,billing,15.6
T02392,A0663,2024-03-15,P2,how_to,57.6
T02393,A0663,2024-04-30,P3,billing,
T02394,A0663,2024-03-16,P2,billing,
T02395,A0664,2024-01-20,P2,outage,65.6
T02396,A0664,2024-05-13,P3,how_to,56.8
T02397,A0665,2024-06-27,P1,outage,8.2
T02398,A0666,2024-01-29,P3,bug,14.0
T02399,A0666,2024-05-06,P2,billing,18.9
T02400,A0666,2024-06-19,P2,billing,31.1
T02401,A0666,2024-02-02,P3,bug,50.1
T02402,A0667,2024-04-18,P2,how_to,47.7
T02403,A0667,2024-05-28,P2,outage,6.3
T02404,A0667,2024-01-01,P3,access,3.2
T02405,A0667,2024-04-08,P3,how_to,44.9
T02406,A0668,2024-01-06,P3,access,42.4
T02407,A0668,2024-05-25,P3,billing,
T02408,A0670,2024-02-24,P3,access,
T02409,A0670,2024-04-18,P1,bug,
T02410,A0671,2024-03-14,P3,access,51.8
T02411,A0671,2024-06-11,P2,billing,53.0
T02412,A0671,2024-02-04,P2,outage,64.4
T02413,A0671,2024-06-16,P3,billing,16.2
T02414,A0671,2024-01-15,P2,bug,29.5
T02415,A0671,2024-05-10,P2,access,3.8
T02416,A0673,2024-05-09,P2,how_to,48.6
T02417,A0673,2024-02-25,P3,outage,59.2
T02418,A0673,2024-03-11,P3,bug,40.4
T02419,A0673,2024-01-01,P3,access,44.5
T02420,A0673,2024-06-26,P3,access,
T02421,A0673,2024-05-03,P2,access,20.5
T02422,A0673,2024-01-10,P3,billing,29.2
T02423,A0674,2024-01-19,P1,outage,65.3
T02424,A0674,2024-02-25,P2,billing,62.8
T02425,A0674,2024-05-17,P1,how_to,7.9
T02426,A0674,2024-02-07,P1,outage,23.0
T02427,A0674,2024-02-21,P3,access,56.4
T02428,A0674,2024-06-15,P2,how_to,14.4
T02429,A0675,2024-03-11,P3,billing,71.2
T02430,A0676,2024-05-13,P1,outage,27.7
T02431,A0676,2024-03-17,P2,outage,66.9
T02432,A0676,2024-02-10,P2,billing,1.6
T02433,A0676,2024-04-18,P3,access,33.3
T02434,A0676,2024-02-10,P3,outage,48.5
T02435,A0676,2024-02-25,P3,access,70.9
T02436,A0676,2024-06-17,P3,outage,67.3
T02437,A0676,2024-02-23,P1,bug,13.2
T02438,A0678,2024-04-18,P2,access,64.2
T02439,A0678,2024-04-26,P3,billing,50.0
T02440,A0678,2024-06-05,P3,billing,54.9
T02441,A0679,2024-04-25,P2,outage,50.2
T02442,A0679,2024-03-30,P3,how_to,3.4
T02443,A0679,2024-03-10,P2,access,15.1
T02444,A0679,2024-03-03,P2,outage,53.2
T02445,A0679,2024-01-06,P2,outage,40.8
T02446,A0679,2024-02-28,P2,outage,67.5
T02447,A0680,2024-06-08,P2,bug,16.1
T02448,A0680,2024-03-16,P3,bug,6.1
T02449,A0680,2024-04-21,P1,bug,33.9
T02450,A0680,2024-04-27,P1,outage,71.1
T02451,A0680,2024-04-08,P1,billing,45.1
T02452,A0680,2024-05-13,P3,billing,48.8
T02453,A0681,2024-04-24,P2,outage,29.6
T02454,A0682,2024-01-09,P2,outage,40.0
T02455,A0682,2024-04-01,P3,access,2.4
T02456,A0682,2024-06-02,P1,how_to,40.9
T02457,A0682,2024-01-09,P1,how_to,21.4
T02458,A0682,2024-02-19,P2,bug,
T02459,A0682,2024-03-02,P1,bug,54.3
T02460,A0682,2024-02-14,P1,bug,44.3
T02461,A0682,2024-04-08,P2,how_to,29.9
T02462,A0683,2024-06-08,P1,access,40.5
T02463,A0683,2024-03-17,P3,billing,16.9
T02464,A0683,2024-02-26,P3,outage,38.9
T02465,A0684,2024-01-16,P2,outage,
T02466,A0684,2024-01-01,P3,how_to,70.6
T02467,A0685,2024-04-22,P3,access,26.4
T02468,A0685,2024-02-20,P3,bug,57.5
T02469,A0686,2024-02-05,P2,how_to,32.8
T02470,A0686,2024-03-11,P1,access,50.2
T02471,A0686,2024-06-09,P2,how_to,56.0
T02472,A0686,2024-04-17,P1,bug,42.3
T02473,A0686,2024-01-03,P1,outage,3.7
T02474,A0687,2024-01-08,P2,how_to,11.3
T02475,A0687,2024-04-22,P3,bug,28.1
T02476,A0687,2024-05-02,P1,bug,40.6
T02477,A0688,2024-06-07,P3,outage,
T02478,A0688,2024-02-23,P3,how_to,57.0
T02479,A0689,2024-04-04,P3,outage,12.4
T02480,A0689,2024-03-20,P3,access,
T02481,A0689,2024-06-20,P3,access,24.1
T02482,A0691,2024-06-05,P3,bug,
T02483,A0691,2024-04-04,P3,how_to,9.7
T02484,A0691,2024-04-23,P2,outage,54.6
T02485,A0691,2024-06-25,P3,how_to,26.0
T02486,A0692,2024-01-08,P1,outage,8.9
T02487,A0692,2024-02-18,P2,how_to,67.1
T02488,A0692,2024-02-21,P3,how_to,35.7
T02489,A0692,2024-04-30,P3,billing,51.1
T02490,A0692,2024-06-18,P1,how_to,
T02491,A0692,2024-06-11,P1,outage,37.3
T02492,A0692,2024-05-14,P1,access,54.7
T02493,A0692,2024-02-05,P3,access,37.0
T02494,A0693,2024-02-17,P1,access,
T02495,A0694,2024-01-05,P1,how_to,
T02496,A0694,2024-03-10,P3,outage,5.0
T02497,A0694,2024-03-02,P2,how_to,68.7
T02498,A0694,2024-06-06,P1,billing,3.9
T02499,A0694,2024-05-20,P1,access,33.8
T02500,A0694,2024-06-28,P1,bug,56.3
T02501,A0694,2024-05-07,P3,access,70.5
T02502,A0694,2024-02-17,P1,access,6.7
T02503,A0695,2024-05-31,P1,bug,2.9
T02504,A0695,2024-05-12,P3,access,2.1
T02505,A0695,2024-03-01,P2,outage,45.2
T02506,A0695,2024-02-08,P3,bug,14.3
T02507,A0695,2024-01-25,P1,billing,1.3
T02508,A0696,2024-05-24,P3,billing,44.6
T02509,A0696,2024-06-11,P1,bug,57.4
T02510,A0696,2024-04-28,P3,billing,2.8
T02511,A0696,2024-03-30,P2,bug,56.1
T02512,A0697,2024-02-17,P2,how_to,16.1
T02513,A0698,2024-06-03,P3,bug,52.6
T02514,A0698,2024-02-01,P3,bug,39.5
T02515,A0698,2024-01-07,P2,billing,33.4
T02516,A0698,2024-06-20,P2,bug,29.6
T02517,A0699,2024-05-11,P2,outage,
T02518,A0699,2024-03-28,P1,access,54.3
T02519,A0699,2024-03-25,P1,billing,42.0
T02520,A0700,2024-06-03,P3,access,35.6
T02521,A0700,2024-01-10,P2,outage,
T02522,A0700,2024-01-18,P1,billing,39.3
T02523,A0700,2024-05-02,P1,access,21.2
T02524,A0700,2024-04-10,P2,access,64.7
T02525,A0701,2024-02-17,P2,bug,10.8
T02526,A0701,2024-03-19,P1,access,29.7
T02527,A0702,2024-03-18,P3,access,20.0
T02528,A0703,2024-06-13,P2,billing,12.4
T02529,A0703,2024-04-11,P2,billing,66.7
T02530,A0703,2024-06-27,P1,how_to,42.2
T02531,A0703,2024-03-05,P3,billing,
T02532,A0703,2024-06-08,P2,billing,
T02533,A0703,2024-03-05,P3,billing,14.1
T02534,A0704,2024-03-15,P3,billing,66.0
T02535,A0705,2024-03-04,P1,how_to,19.3
T02536,A0705,2024-03-11,P3,bug,20.7
T02537,A0705,2024-05-03,P2,outage,24.0
T02538,A0706,2024-01-08,P1,outage,5.5
T02539,A0706,2024-04-08,P3,access,25.5
T02540,A0706,2024-02-01,P2,bug,59.7
T02541,A0706,2024-06-17,P1,access,19.9
T02542,A0706,2024-01-03,P1,outage,10.7
T02543,A0706,2024-05-01,P1,how_to,
T02544,A0707,2024-05-12,P3,access,6.3
T02545,A0707,2024-02-06,P3,how_to,30.8
T02546,A0707,2024-04-07,P1,how_to,29.0
T02547,A0708,2024-01-02,P2,access,3.7
T02548,A0708,2024-02-27,P1,bug,20.3
T02549,A0708,2024-06-14,P3,how_to,61.0
T02550,A0708,2024-03-30,P1,bug,
T02551,A0709,2024-02-13,P2,outage,52.5
T02552,A0709,2024-06-22,P1,how_to,8.3
T02553,A0709,2024-05-09,P3,outage,18.5
T02554,A0710,2024-03-24,P3,billing,70.4
T02555,A0710,2024-04-02,P3,bug,11.6
T02556,A0711,2024-01-10,P1,bug,26.8
T02557,A0711,2024-02-10,P3,billing,22.0
T02558,A0712,2024-03-12,P2,bug,2.6
T02559,A0713,2024-06-16,P2,outage,25.9
T02560,A0713,2024-01-08,P1,how_to,14.1
T02561,A0713,2024-06-15,P2,bug,24.3
T02562,A0713,2024-04-07,P3,billing,53.4
T02563,A0713,2024-01-17,P2,outage,26.5
T02564,A0713,2024-06-25,P2,outage,2.7
T02565,A0713,2024-04-17,P2,how_to,6.5
T02566,A0713,2024-05-18,P3,bug,17.4
T02567,A0714,2024-04-28,P3,billing,46.8
T02568,A0716,2024-05-14,P3,access,1.0
T02569,A0716,2024-04-07,P1,bug,69.3
T02570,A0716,2024-05-26,P3,how_to,59.0
T02571,A0716,2024-03-14,P3,bug,34.2
T02572,A0716,2024-02-15,P1,outage,66.8
T02573,A0717,2024-02-13,P3,how_to,24.9
T02574,A0717,2024-05-15,P1,billing,59.6
T02575,A0717,2024-05-25,P1,outage,17.9
T02576,A0717,2024-03-03,P2,billing,61.0
T02577,A0718,2024-01-10,P2,outage,68.6
T02578,A0718,2024-02-19,P1,bug,15.4
T02579,A0718,2024-04-22,P3,billing,10.0
T02580,A0718,2024-02-02,P2,outage,51.1
T02581,A0718,2024-06-06,P1,billing,66.8
T02582,A0719,2024-01-22,P2,how_to,18.8
T02583,A0719,2024-04-07,P1,how_to,66.1
T02584,A0719,2024-02-29,P2,how_to,22.4
T02585,A0719,2024-04-23,P3,access,41.7
T02586,A0719,2024-01-11,P1,how_to,19.2
T02587,A0719,2024-03-12,P3,bug,8.0
T02588,A0719,2024-01-01,P2,bug,10.5
T02589,A0719,2024-04-11,P2,bug,47.9
T02590,A0719,2024-06-08,P3,billing,56.8
T02591,A0720,2024-06-11,P3,billing,28.5
T02592,A0720,2024-03-13,P2,billing,24.3
T02593,A0720,2024-02-10,P2,outage,12.3
T02594,A0720,2024-05-12,P1,how_to,23.5
T02595,A0720,2024-01-14,P2,how_to,66.4
T02596,A0721,2024-06-21,P1,how_to,56.8
T02597,A0721,2024-02-14,P1,how_to,46.0
T02598,A0721,2024-02-16,P3,bug,11.9
T02599,A0721,2024-06-04,P1,how_to,16.3
T02600,A0721,2024-01-15,P3,how_to,61.2
T02601,A0721,2024-06-23,P2,access,53.2
T02602,A0722,2024-05-06,P1,access,2.6
T02603,A0722,2024-06-17,P3,access,28.6
T02604,A0722,2024-01-01,P2,bug,19.3
T02605,A0723,2024-01-16,P3,outage,58.3
T02606,A0723,2024-03-25,P2,access,25.6
T02607,A0723,2024-06-05,P2,access,33.7
T02608,A0725,2024-05-28,P2,outage,
T02609,A0725,2024-04-26,P2,how_to,5.3
T02610,A0725,2024-02-04,P1,access,
T02611,A0725,2024-06-05,P3,outage,1.8
T02612,A0725,2024-01-29,P1,how_to,68.1
T02613,A0725,2024-03-07,P2,access,25.3
T02614,A0725,2024-06-11,P3,bug,18.8
T02615,A9999,2024-04-21,P1,outage,70.7
T02616,A0725,2024-06-14,P1,billing,61.8
T02617,A0725,2024-04-17,P3,how_to,62.0
T02618,A0726,2024-06-15,P1,bug,66.0
T02619,A0726,2024-04-30,P3,billing,57.4
T02620,A0726,2024-02-17,P1,how_to,30.1
T02621,A0726,2024-03-16,P1,how_to,48.6
T02622,A0726,2024-01-23,P1,how_to,37.9
T02623,A0726,2024-06-05,P1,bug,36.4
T02624,A0727,2024-05-12,P3,access,9.8
T02625,A0727,2024-03-18,P2,outage,9.6
T02626,A0728,2024-01-21,P2,outage,11.9
T02627,A0728,2024-06-24,P3,access,12.2
T02628,A0728,2024-06-27,P2,bug,57.2
T02629,A0728,2024-02-11,P3,outage,48.3
T02630,A0728,2024-04-29,P3,how_to,6.8
T02631,A0728,2024-04-05,P2,billing,49.5
T02632,A0729,2024-06-03,P3,outage,58.2
T02633,A0729,2024-06-03,P2,how_to,70.3
T02634,A0729,2024-06-19,P1,access,70.2
T02635,A0729,2024-03-04,P3,how_to,59.9
T02636,A0729,2024-04-04,P3,how_to,51.2
T02637,A0729,2024-01-21,P1,bug,12.7
T02638,A0729,2024-06-07,P3,access,25.1
T02639,A0730,2024-05-25,P3,access,41.7
T02640,A0730,2024-05-15,P1,outage,47.9
T02641,A0730,2024-04-21,P1,billing,47.0
T02642,A0730,2024-06-09,P2,billing,
T02643,A0730,2024-05-06,P2,how_to,
T02644,A0730,2024-06-15,P2,billing,9.9
T02645,A0730,2024-02-26,P1,how_to,63.2
T02646,A0731,2024-03-10,P1,access,48.5
T02647,A0731,2024-05-02,P3,billing,9.3
T02648,A0731,2024-02-15,P3,outage,29.8
T02649,A0731,2024-04-24,P3,how_to,64.6
T02650,A0731,2024-05-22,P3,billing,57.4
T02651,A0731,2024-01-06,P1,outage,70.4
T02652,A0732,2024-01-12,P1,billing,63.6
T02653,A0732,2024-02-01,P1,how_to,25.1
T02654,A0732,2024-03-23,P1,billing,19.6
T02655,A0732,2024-06-21,P1,how_to,26.4
T02656,A0733,2024-02-06,P1,bug,6.6
T02657,A0733,2024-02-05,P1,outage,27.9
T02658,A0733,2024-06-25,P1,outage,37.1
T02659,A0733,2024-03-08,P2,billing,34.6
T02660,A0733,2024-01-12,P2,billing,
T02661,A0733,2024-01-16,P1,how_to,
T02662,A0733,2024-03-22,P2,bug,
T02663,A0734,2024-02-14,P2,bug,52.9
T02664,A0734,2024-02-10,P3,access,51.2
T02665,A0734,2024-04-01,P1,bug,30.8
T02666,A0734,2024-03-20,P2,outage,1.1
T02667,A0736,2024-04-19,P1,how_to,7.4
T02668,A0736,2024-06-27,P3,access,6.0
T02669,A0736,2024-06-02,P1,bug,43.0
T02670,A0737,2024-05-18,P2,outage,54.2
T02671,A0737,2024-03-26,P3,billing,9.5
T02672,A0737,2024-03-29,P3,access,12.6
T02673,A0738,2024-06-06,P1,access,12.3
T02674,A0738,2024-06-18,P2,bug,55.8
T02675,A0738,2024-06-14,P3,billing,12.9
T02676,A0738,2024-04-09,P2,outage,6.4
T02677,A0738,2024-02-20,P2,bug,20.4
T02678,A0738,2024-04-15,P2,outage,16.0
T02679,A0738,2024-02-16,P3,bug,46.0
T02680,A0739,2024-02-27,P1,outage,28.5
T02681,A0739,2024-03-07,P2,outage,46.4
T02682,A0739,2024-01-26,P3,billing,13.3
T02683,A0739,2024-03-12,P3,bug,4.1
T02684,A0739,2024-01-10,P2,bug,33.4
T02685,A0739,2024-01-25,P1,access,17.1
T02686,A0739,2024-03-09,P2,bug,33.1
T02687,A0739,2024-03-03,P3,outage,26.6
T02688,A0739,2024-01-12,P1,outage,15.1
T02689,A0740,2024-03-13,P3,billing,48.5
T02690,A0740,2024-04-14,P2,how_to,70.3
T02691,A0740,2024-01-02,P1,bug,13.0
T02692,A0740,2024-05-26,P2,access,53.1
T02693,A0741,2024-06-06,P3,billing,44.1
T02694,A0742,2024-05-02,P3,access,18.0
T02695,A0742,2024-05-20,P3,outage,4.3
T02696,A0743,2024-03-10,P1,how_to,60.7
T02697,A0743,2024-03-21,P3,how_to,49.6
T02698,A0743,2024-03-25,P1,billing,
T02699,A0743,2024-01-04,P1,how_to,51.2
T02700,A0743,2024-03-07,P2,access,40.6
T02701,A0743,2024-04-01,P2,how_to,38.8
T02702,A0744,2024-01-11,P3,outage,51.0
T02703,A0744,2024-04-09,P2,outage,54.2
T02704,A0744,2024-03-15,P2,bug,69.3
T02705,A0744,2024-02-07,P1,outage,51.1
T02706,A0744,2024-05-18,P3,billing,40.6
T02707,A0744,2024-06-04,P3,bug,16.4
T02708,A0744,2024-03-19,P3,access,39.7
T02709,A0744,2024-01-02,P1,access,
T02710,A0745,2024-01-13,P3,access,44.6
T02711,A0745,2024-05-15,P2,access,43.6
T02712,A0745,2024-03-03,P3,bug,69.8
T02713,A0745,2024-01-02,P2,outage,53.2
T02714,A0745,2024-01-06,P3,outage,41.1
T02715,A0745,2024-02-16,P3,bug,52.5
T02716,A0745,2024-05-12,P3,access,69.0
T02717,A0745,2024-02-16,P1,access,
T02718,A0746,2024-04-13,P1,how_to,35.0
T02719,A0746,2024-03-16,P1,outage,50.0
T02720,A0746,2024-01-15,P1,billing,54.9
T02721,A0746,2024-05-23,P3,access,68.0
T02722,A0746,2024-01-01,P1,bug,22.6
T02723,A0747,2024-02-20,P3,access,28.3
T02724,A0747,2024-03-27,P2,billing,62.5
T02725,A0747,2024-04-01,P2,how_to,70.5
T02726,A0747,2024-01-29,P2,bug,
T02727,A0748,2024-06-03,P3,billing,22.9
T02728,A0748,2024-01-07,P2,bug,33.3
T02729,A0748,2024-01-25,P2,billing,69.7
T02730,A0748,2024-05-22,P3,how_to,9.7
T02731,A0748,2024-04-26,P1,outage,31.2
T02732,A0750,2024-06-16,P3,billing,6.9
T02733,A0750,2024-03-21,P3,how_to,6.8
T02734,A0751,2024-04-02,P2,access,10.4
T02735,A0751,2024-01-23,P1,billing,9.5
T02736,A0751,2024-04-28,P1,how_to,41.0
T02737,A0751,2024-01-31,P1,bug,1.0
T02738,A0751,2024-01-06,P1,bug,28.6
T02739,A0751,2024-05-20,P3,bug,68.2
T02740,A0751,2024-03-09,P1,outage,58.6
T02741,A0752,2024-01-16,P3,billing,20.3
T02742,A0752,2024-03-11,P3,outage,43.4
T02743,A0752,2024-05-05,P3,how_to,13.5
T02744,A0753,2024-04-13,P2,how_to,19.7
T02745,A0754,2024-03-05,P2,bug,8.4
T02746,A0754,2024-02-26,P1,how_to,27.1
T02747,A0755,2024-05-17,P2,how_to,51.4
T02748,A0755,2024-04-23,P1,billing,23.0
T02749,A0755,2024-04-17,P3,access,1.2
T02750,A0756,2024-02-17,P3,outage,20.1
T02751,A0756,2024-04-26,P3,access,50.6
T02752,A0756,2024-04-30,P2,how_to,15.9
T02753,A0756,2024-06-25,P1,bug,26.0
T02754,A0756,2024-03-19,P3,bug,48.9
T02755,A0756,2024-04-06,P3,billing,
T02756,A0757,2024-02-27,P3,bug,2.7
T02757,A0757,2024-02-12,P2,billing,33.0
T02758,A0757,2024-02-22,P2,access,62.2
T02759,A0757,2024-06-02,P1,access,36.2
T02760,A0757,2024-02-01,P2,outage,47.8
T02761,A0758,2024-04-16,P3,billing,44.6
T02762,A0758,2024-05-14,P3,billing,52.0
T02763,A0758,2024-01-15,P2,bug,40.0
T02764,A0758,2024-01-23,P3,outage,63.4
T02765,A0758,2024-02-23,P3,billing,27.4
T02766,A0759,2024-02-05,P2,billing,10.7
T02767,A0759,2024-03-28,P3,how_to,65.6
T02768,A0760,2024-01-13,P3,billing,14.9
T02769,A0761,2024-05-07,P2,how_to,23.1
T02770,A0761,2024-06-10,P3,billing,53.0
T02771,A0762,2024-04-03,P2,outage,35.1
T02772,A0762,2024-05-23,P2,access,26.8
T02773,A0762,2024-05-20,P1,access,
T02774,A0762,2024-01-17,P2,access,34.6
T02775,A0762,2024-05-20,P1,outage,20.2
T02776,A0762,2024-06-28,P3,access,5.9
T02777,A0762,2024-01-25,P1,outage,28.5
T02778,A0763,2024-06-18,P3,access,26.7
T02779,A0763,2024-01-12,P2,access,26.9
T02780,A0764,2024-02-19,P2,billing,20.1
T02781,A0764,2024-06-24,P2,bug,
T02782,A0764,2024-03-14,P3,outage,55.9
T02783,A0765,2024-04-23,P2,how_to,59.6
T02784,A0766,2024-04-14,P2,how_to,68.7
T02785,A0766,2024-02-28,P1,access,12.6
T02786,A0766,2024-03-11,P3,bug,
T02787,A0766,2024-04-26,P1,how_to,47.8
T02788,A0767,2024-05-22,P1,access,7.0
T02789,A0767,2024-03-16,P3,billing,5.4
T02790,A0767,2024-04-12,P3,access,66.7
T02791,A0768,2024-06-01,P1,outage,45.5
T02792,A0768,2024-05-17,P3,billing,13.7
T02793,A0769,2024-04-23,P3,outage,21.8
T02794,A0769,2024-02-03,P3,outage,65.3
T02795,A0769,2024-01-06,P1,billing,5.3
T02796,A0770,2024-02-13,P2,how_to,39.3
T02797,A0770,2024-01-14,P2,outage,54.3
T02798,A0770,2024-01-28,P3,billing,58.2
T02799,A0770,2024-05-08,P2,bug,17.6
T02800,A0770,2024-05-10,P1,bug,63.6
T02801,A0770,2024-01-15,P3,access,16.8
T02802,A0770,2024-04-06,P1,how_to,25.6
T02803,A0770,2024-02-24,P1,billing,30.3
T02804,A0771,2024-01-28,P3,access,48.4
T02805,A0773,2024-04-06,P2,billing,62.7
T02806,A0774,2024-04-27,P3,outage,31.9
T02807,A0774,2024-03-09,P3,access,59.9
T02808,A0774,2024-03-31,P3,access,71.2
T02809,A0774,2024-05-27,P2,outage,25.8
T02810,A0774,2024-03-13,P1,outage,
T02811,A0774,2024-04-07,P2,how_to,49.8
T02812,A0774,2024-04-11,P1,how_to,46.6
T02813,A0774,2024-03-08,P1,how_to,19.4
T02814,A0775,2024-05-15,P1,access,55.9
T02815,A0775,2024-05-28,P1,outage,
T02816,A0775,2024-05-16,P1,bug,50.9
T02817,A0775,2024-03-15,P1,outage,41.3
T02818,A0775,2024-04-22,P2,billing,68.4
T02819,A0776,2024-06-05,P1,access,30.9
T02820,A0776,2024-06-03,P1,billing,19.9
T02821,A0776,2024-05-16,P2,outage,43.1
